title,company,town,link 
Касир-продавець (Чоколівський бульвар),Novus,Київ,https://grc.ua/vacancies/69942405
Продавець за прилавок (Солом'янський район),Novus,Київ,https://grc.ua/vacancies/69942407
"Регіональний продакт-менеджер зі збуту (Посуд, товари для дому)",Юг-Контракт,"Київ, вулиця Дорогожицька, 1",https://grc.ua/vacancies/69940392
Регіональний продакт-менеджер зі збуту (посуд),Юг-Контракт,"Львів, вулиця Козельницька, 4",https://grc.ua/vacancies/69940399
Асистент менеджера з продажу / Менеджер по роботі з клієнтами (національні мережі),Юг-Контракт,"Київ, вулиця Дорогожицька, 1",https://grc.ua/vacancies/69940393
"Продакт-менеджер ( напрямок ""Телевізори"")",Юг-Контракт,"Київ, вулиця Дорогожицька, 1",https://grc.ua/vacancies/69940397
"Менеджер з продажу, ключові клієнти (корпоративні продажі)",Юг-Контракт,"Київ, вулиця Дорогожицька, 1",https://grc.ua/vacancies/69940401
"Регіональний продакт-менеджер зі збуту (Пристрої для друку, витратні матеріали)",Юг-Контракт,"Київ, вулиця Дорогожицька, 1",https://grc.ua/vacancies/69940403
Касир,Ваш ЛАВаш,Золочів (Львівська область),https://grc.ua/vacancies/69941126
"Продавець кулінарії (вул. Васильківська, 34)",VARUS,Київ,https://grc.ua/vacancies/69938990
Касир (вул.Васильківська),VARUS,Київ,https://grc.ua/vacancies/69938989
"Спеціаліст по м'ясу (вул.Васильківська,34)",VARUS,Київ,https://grc.ua/vacancies/69938991
"Продавець овочів (вул.Васильківська, 34)",VARUS,Київ,https://grc.ua/vacancies/69938992
Керівник пекарні,Ваш ЛАВаш,Новояворівськ,https://grc.ua/vacancies/69941130
"Менеджер продаж, торговий представник (з авто)",Юг-Контракт,Харків,https://grc.ua/vacancies/69940400
"Продакт-менеджер (категорія ""Текстиль"")",Юг-Контракт,"Київ, вулиця Дорогожицька, 1",https://grc.ua/vacancies/69940402
"Менеджер з продажу, торговий представник (з авто)",Юг-Контракт,"Тернопіль, бульвар Симона Петлюри, 8",https://grc.ua/vacancies/69940405
Керівник,Ваш ЛАВаш,Костопіль,https://grc.ua/vacancies/69941122
Касир,Ваш ЛАВаш,Броди,https://grc.ua/vacancies/69941123
Касир,Ваш ЛАВаш,Червоноград,https://grc.ua/vacancies/69941124
Касир торгового залу (ст. м. Академмістечко),Епіцентр К,"Київ, вулиця Берковецька, 6В, Епіцентр К",https://grc.ua/vacancies/69933759
Продавець непродовольчих товарів (ст. м. Академмістечко),Епіцентр К,"Київ, вулиця Берковецька, 6В, Епіцентр К",https://grc.ua/vacancies/69933758
Бариста (ст. м. Академмістечко),Епіцентр К,"Київ, вулиця Берковецька, 6В, Епіцентр К",https://grc.ua/vacancies/69933755
"Продавець непродовольчих товарів (вул. Поліська, 7)",Епіцентр К,"Тернопіль, вулиця Поліська, 7",https://grc.ua/vacancies/69929331
"Продавець Побутової техніки (вул. Поліська, 7)",Епіцентр К,"Тернопіль, вулиця Поліська, 7",https://grc.ua/vacancies/69929333
Продавець-консультант,Eldorado,Полтава,https://grc.ua/vacancies/69939546
Касир,Eldorado,Івано-Франківськ,https://grc.ua/vacancies/69939544
Продавець-консультант овочевий відділ (Дніпровський район),Novus,Київ,https://grc.ua/vacancies/69942387
"Продавець-консультант (Осокор, Дніпровська Набережна)",Novus,Київ,https://grc.ua/vacancies/69942388
"Продавець продовольчих товарів (НАУ, Росток)",Novus,Київ,https://grc.ua/vacancies/69942385
Продавець на хліб (з проживанням),Novus,Київ,https://grc.ua/vacancies/69942377
Продавець-консультант (Росток),Novus,Київ,https://grc.ua/vacancies/69942384
Продавець (сирний сомельє),Novus,Київ,https://grc.ua/vacancies/69942379
Продавець за прилавок,Novus,Київ,https://grc.ua/vacancies/69942381
Продавець за прилавок (вул. Липківського),Novus,Київ,https://grc.ua/vacancies/69942368
Продавець-консультант (вул. Липківського),Novus,Київ,https://grc.ua/vacancies/69942369
Продавець-консультант (вул. Солом'янська),Novus,Київ,https://grc.ua/vacancies/69942370
Продавець-консультант (Бесарабська площа),Novus,Київ,https://grc.ua/vacancies/69942372
Продавець-консультант (м. Дарниця),Novus,Київ,https://grc.ua/vacancies/69942373
Головний фахівець із закупівель,"Артеріум, Фармацевтична компанія",Київ,https://grc.ua/vacancies/69942325
Продавець за прилавок (м. Хрещатик),Novus,Київ,https://grc.ua/vacancies/69942348
Продавець за прилавок (Чоколівський бульвар),Novus,Київ,https://grc.ua/vacancies/69942357
Продавець-консультант (Солом'янський район),Novus,Київ,https://grc.ua/vacancies/69942354
Продавець за прилавок (Повітрофлотський проспект),Novus,Київ,https://grc.ua/vacancies/69942337
Продавець-консультант (м. Вокзальна),Novus,Київ,https://grc.ua/vacancies/69942343
Продавець за прилавок (Солом'янський район),Novus,Київ,https://grc.ua/vacancies/69942338
